,Acalypha.rhomboidea,Acer.saccharum,Adiantum.pedatum,Ageratina.altissima,Agrimonia.gryposepala,Agrostis.perennans,Agrostis.scabra,Alisma.subcordatum,Alliaria.petiolata,Ambrosia.artemisiifolia,Ambrosia.trifida,Amphicarpaea.bracteata,Anemone.canadensis,Apios.americana,Arctium.lappa,Arisaema.triphyllum,Asarum.canadense,Athyrium.filix.femina,Bidens.connata,Bidens.frondosa,Boehmeria.cylindrica,Brassica.nigra,Bromus.ciliatus,Calystegia.sepium,Caulophyllum.thalictroides,Chamaesyce.maculata,Chelone.glabra,Cicuta.maculata,Cinna.arundinacea,Circaea.lutetiana,Clematis.virginiana,Cryptotaenia.canadensis,Cynodon.dactylon,Cyperus.compressus,Cyperus.strigosus,Dactylis.glomerata,Daucus.carota,Decodon.verticillatus,Dichanthelium.clandestinum,Digitaria.cognata,Digitaria.sanguinalis,Dryopteris.carthusiana,Echinocystis.lobata,Eleocharis.intermedia,Elymus.canadensis,Elymus.virginicus,Epilobium.hirsutum,Eupatorium.purpureum,Fallopia.japonica,Fragaria.vesca,Galium.aparine,Galium.asprellum,Galium.boreale,Galium.palustre,Galium.triflorum,Geranium.maculatum,Geum.laciniatum,Glechoma.hederacea,Glyceria.borealis,Helianthus.giganteus,Helianthus.strumosus,Heliopsis.helianthoides,Hemerocallis.fulva,Hieracium.paniculatum,Hypericum.mutilum,Impatiens.capensis,Impatiens.pallida,Laportea.canadensis,Leersia.oryzoides,Lobelia.cardinalis,Ludwigia.palustris,Lycopus.uniflorus,Lysimachia.ciliata,Lysimachia.nummularia,Lysimachia.vulgaris,Lythrum.salicaria,Maianthemum.canadense,Maianthemum.racemosum,Marrubium.vulgare,Matteuccia.struthiopteris,Menispermum.canadense,Mimulus.ringens,Mitchella.repens,Mollugo.verticillata,Muhlenbergia.mexicana,Muhlenbergia.schreberi,Myosotis.laxa,Myosoton.aquaticum,Oenothera.biennis,Onoclea.sensibilis,Oxalis.stricta,Panicum.capillare,Panicum.dichotomiflorum,Parthenocissus.quinquefolia,Pastinaca.sativa,Peltandra.virginica,Penthorum.sedoides,Petasites.frigidus,Phytolacca.americana,Pilea.pumila,Plantago.major,Polygonum.hydropiper,Polygonum.hydropiperoides,Polygonum.lapathifolium,Polygonum.persicaria,Polygonum.sagittatum,Polygonum.virginianum,Prunella.vulgaris,Ranunculus.recurvatus,Rhamnus.cathartica,Rubus.allegheniensis,Rubus.hispidus,Rubus.occidentalis,Rubus.odoratus,Rumex.obtusifolius,Scutellaria.lateriflora,Solanum.dulcamara,Solidago.altissima,Solidago.canadensis,Solidago.flexicaulis,Solidago.gigantea,Thalictrum.pubescens,Thelypteris.noveboracensis,Thelypteris.palustris,Toxicodendron.radicans,Trifolium.pratense,Trifolium.repens,Urtica.dioica,Veronica.americana,Vitis.riparia,Xanthium.strumarium
Pilea.pumila,3.816321676,6879.019495,NA,8.430083698,534084.2074,22784000.71,8543994.29,7048793.293,11.28520494,24.29345065,88.68106287,244.1876271,13.07232573,NA,92.55149657,235149.8084,66.21602903,NA,185129.4084,65313.80569,555351.8134,1.240914828,504117.7803,230.5923048,1687.25562,9.199044035,5.525122425,7.39768324,5.496642415,8.918990577,273419.2413,9.199044027,842642.0718,6.721282949,6.657202921,41008.72742,0.329710917,3.560001563,2990391.514,5.097922238,5.371330357,NA,2018.976565,8.430083698,88570.06849,106827.6617,8.802358151,5.952322612,7.888963455,57.64538268,185803.2943,4271992.076,413388.9761,1.773528054,3.303681451,42.06497844,3417591.701,4.341167616,6.977603062,17.8000078,35.22977544,82909.93722,228.5805802,7.063043099,NA,996830.7969,5980792.825,9.284484064,47.89626099,24121332.12,9.455364148,7.938803483,0.882880384,7.404803249,7.447523268,6.725351518,68.49036145,239.1965049,2.628705155,NA,577.5176932,1.096480478,20.27776889,9.216132043,1281593.601,6407993.012,8.237843614,8.072788995,534382.2261,NA,7.883267459,6.237122734,669843.6166,17623.09945,20.04586021,NA,76896025.7,2.01496088,61982.32209,0,718326.2134,97907.60436,178109.1707,67.09388353,136590.3784,118675.3007,35.6000156,126850.98,4.414401938,194.8659414,319797.5116,14.95912655,572447.8693,842435.1922,3.091505352,6.977603062,277.2454268,9.045251968,1708791.639,1993593.526,854391.5053,4.471361957,11320795.17,NA,132.4776261,47459.32587,114307.6442,8.579603764,640790.911,31468.44867,1538.23965
Plantago.major,718330.0297,136407.6084,37137.64794,718334.6434,54481.07988,9008273.89,1898003.535,2392967.45,173975.5427,209925.9776,249951.254,718082.0257,359400.6303,28428.09781,272429.4195,125872.5601,507886.5186,3917074.888,225015.3572,156880.5154,66534.04419,253450.2216,50704.66237,223468.7374,179836.1045,293259.4339,718331.7385,321307.6031,271508.6828,245791.0338,172973.9482,507926.8319,143382.8518,272339.731,273563.756,110926.5027,159116.0944,229907.1383,927566.7809,507936.9548,208518.8904,43823.46374,238769.277,718334.6434,157512.3987,193374.9155,682018.8315,359289.0175,234408.6886,232220.7376,165192.3977,1450778.015,170320.6927,218352.1991,359283.9957,321537.3782,1101970.527,156039.3767,273554.0047,718308.4134,718290.9836,224653.6928,293162.3653,718333.2764,29997.71244,147573.052,1406477.15,359317.2077,149776.8279,7056299.532,212044.7237,718334.1522,321345.0443,231632.5993,187037.6777,333796.4872,169433.843,293261.5741,216635.7321,90281.3725,717748.6957,207438.2749,359183.7101,414731.1646,229952.953,2150885.177,267373.8872,1407471.999,75584.02916,4981.792474,189098.2805,140923.355,16163.67049,274439.2837,211253.0975,7798.524294,20359347.25,191980.769,164086.237,718326.2134,0,186000.859,241592.4569,222402.3313,181773.9774,137643.2335,718290.6133,151898.4106,718330.6278,140869.9512,129989.5603,193896.3819,55995.75758,47073.51279,180440.2976,239532.6275,172758.5023,718335.2586,210775.5068,483639.6233,1603104.523,718321.742,3748604.049,24677.81734,414649.394,151067.6881,129136.0265,182090.9149,36236.5527,169351.2644,229668.2575
Polygonum.hydropiper,97911.42068,25276.43564,702.496796,97916.03444,137938.9739,9261558.731,2986142.61,2837687.22,97077.8578,34413.52033,51228.49746,97663.41673,69221.88785,317.653848,84724.8909,43422.04832,69185.97279,4750259.02,39416.90409,25077.5314,186751.094,49536.67541,117271.0275,46241.78371,34020.313,97916.8034,97913.12948,69225.90036,39973.93192,74053.4529,71653.01539,97898.40531,187445.4227,39974.31709,39974.65125,151756.138,48726.84652,37007.75205,1180851.65,69234.73604,221852.1391,57891.35799,55362.59394,97916.03444,3153.632821,3224.490255,1194249.894,69235.34009,84345.3862,32946.03055,33372.58724,1704062.876,89607.87348,39785.75668,69233.46707,56504.03348,1355255.388,86298.28895,39974.59194,97889.80435,97872.37458,5704.719798,56396.35358,97914.6674,311.8887456,202622.0121,1773757.876,69224.56594,30947.34801,8493563.198,31288.16753,97915.54316,69230.507,35861.87733,38130.12108,588310.4901,25291.40181,48890.55912,37015.18966,109067.1648,97330.08667,40017.69044,69216.79267,69237.64776,483237.8936,2576081.599,49549.94603,2051372.72,232185.6279,1143.119656,121235.7518,25302.81807,233492.1364,41921.04844,183830.1858,309.752374,25599372.76,43789.79554,13582.37833,97907.60436,186000.859,0,35867.36176,34019.36993,21335.32419,4938.659932,97872.00434,16020.72894,97912.01876,29465.96795,83866.95392,34611.63538,179359.5594,263230.4164,63481.72937,49020.21254,29992.59772,97916.64961,351642.2579,773910.5878,2033429.026,97903.133,4241852.832,36178.92886,56456.59726,26890.85382,8497.725937,33865.39337,221631.435,18471.10495,46281.69609
Polygonum.hydropiperoides,178112.987,76576.76488,195.5659048,178117.6008,159196.9062,10109662.03,3741337.567,3072663.353,178097.8855,178084.8772,178020.4896,177864.9831,178096.0984,50.45666457,178016.6192,25509.44886,178042.9547,191.3599357,3140.630259,50443.63883,168708.084,178107.9298,145795.5109,177878.5784,78898.34452,178118.3697,178114.6958,178101.773,79655.33057,178100.2517,42624.2629,178099.9716,297188.1824,79655.96854,79655.91009,61313.268,178109.5004,79654.45323,1257690.901,178114.2686,178114.542,NA,176090.1941,178117.6008,40043.3278,31878.13921,178117.973,178115.123,178101.2817,178051.5253,3441.138405,1830840.095,105220.4293,178110.9442,178112.4744,178067.1057,1448740.632,178113.5119,79656.00711,178091.3707,178073.9409,42574.4013,177880.5901,178116.2337,54.2582079,366143.4425,2595039.021,178099.8862,79631.48156,10707734.82,79657.10534,178117.1095,178108.2878,178116.5755,178116.6182,178115.896,178040.6803,177869.9742,178111.7994,NA,177531.653,178108.0742,178088.8929,178118.3868,493493.2534,2786088.754,178117.4085,178117.2435,159330.1701,NA,178117.054,178102.9336,219910.3752,71771.59538,178089.1248,113.787719,34309295.29,125940.8356,51933.67533,178109.1707,241592.4569,35867.36176,0,178042.0768,18567.81094,26579.80004,178073.5707,22923.5653,178113.5851,177914.3047,63364.99548,79646.20049,176353.6349,297095.6689,178106.0792,178116.1483,177831.9253,178118.2159,684542.0323,811909.2866,302442.6704,178104.6993,4983160.669,NA,177976.6931,58428.45566,28532.99301,178117.7503,206917.6042,65579.74884,176570.931
Polygonum.lapathifolium,70.9102052,9772.977062,324.1062955,75.52396723,202405.6612,16110673.96,2847976.082,4984202.098,105015.2072,12245.51208,24175.77695,177.0937435,64.10895428,280.471163,65910.88444,84281.88767,204.305112,5964590.611,71823.43664,31787.33078,392645.6323,21095.9832,159897.7733,30683.24143,877.5206566,76.29292756,72.61900595,66.06528453,182.1431905,72198.11962,193289.1905,57.8948395,291759.5801,205.0765126,192.2403322,166361.1485,51636.43455,139.102373,2114478.684,71.69197714,228868.3206,44504.91293,1136.898224,75.52396723,34337.10285,43600.752,1097717.278,71.24370416,91527.15772,11502.82072,51510.66042,3020707.128,134108.0463,28262.57568,68.05110625,169.0364967,2416554.832,77985.20972,182.441065,49.29387573,31.86410809,47830.2423,188.8807134,74.15692663,266.800757,316652.6077,2260553.595,62.62053041,613.4660785,9847465.235,29280.41339,75.03268701,56.27463096,13827.92497,32427.80283,577764.8767,13361.57424,16304.77652,13759.00079,112252.0379,510.4238096,11141.92477,59.79414588,70.043058,906176.1028,4531087.874,27925.48967,2060750.382,274504.4794,14927.62769,149222.7611,9650.823887,473603.557,39365.7395,187447.2903,195.7454842,23185007.05,616.2657087,35749.90328,67.09388353,222402.3313,34019.36993,178042.0768,0,46525.70498,44284.14532,31.49386793,32915.71751,71.50828547,8580.665523,184596.5034,504.0375456,330464.2267,421184.0697,40039.43748,13406.75348,20230.15587,54.47714367,474061.8024,1409636.071,2548641.22,62.62252157,6536025.406,21709.69122,152.8012525,25487.66299,32996.59027,17450.1921,453060.1999,19144.60022,23542.60977
Polygonum.persicaria,136594.1947,33513.5421,257.9703857,136598.8085,119857.1733,9245766.551,2972466.167,2821895.029,116558.6531,58639.22796,48158.51179,136346.1908,96574.73928,130.9444548,97370.33881,31196.97233,96537.3546,4777312.226,14730.1956,47194.66738,170958.7192,52175.52337,106104.3659,40228.82959,47696.68779,136599.5774,136595.9035,96578.75186,55765.16875,73664.46604,55860.43119,136581.1794,175668.7199,55765.72477,55765.75079,160974.2234,72347.85618,51627.73239,1165059.443,96587.58758,253488.255,57907.7688,77694.96379,136598.8085,14555.55395,10572.68444,1116444.275,96588.19175,93239.0712,43114.41015,12343.88721,1688270.678,74258.51252,34617.20748,96586.31896,78836.35782,1339463.186,114434.3471,55765.80021,136572.5784,136555.1486,20290.2184,78728.67388,136597.4414,126.0090004,187798.7945,1762094.895,96577.41774,43181.83148,8479886.787,55680.76657,136598.3172,96583.35852,47979.60163,64126.47595,562858.9589,34152.14092,68212.11644,51630.65283,105380.0932,136012.8607,51661.35309,96569.64426,96590.49979,467445.6381,2560289.409,46128.08967,2083383.693,241409.8686,1088.138363,141995.4993,34165.11323,217699.799,36593.22432,216936.8412,146.1373407,24273464.82,61084.35644,24871.05871,136590.3784,181773.9774,21335.32419,18567.81094,46525.70498,0,4360.298519,136554.7784,7924.626656,136594.7928,36455.25508,69245.89261,48287.38197,164738.6827,249553.88,72161.31122,61135.57091,48098.75874,136599.4236,335353.5964,758118.3683,2056316.898,136585.907,4227232.074,36193.01147,78784.15073,18792.51182,26431.30883,43056.67453,205839.0835,29180.09375,42813.23889
Polygonum.sagittatum,118679.117,29897.37959,1953.377846,118683.7307,131367.9208,9253080.354,2978800.432,2829208.84,45308.14913,46506.54702,48246.80668,118431.113,83906.86656,333.2243134,103205.5182,36854.27223,83870.94191,193534.1696,21242.25186,21209.13055,178272.6883,54330.26259,111274.7667,42147.2867,41380.78809,118684.4997,118680.8258,83910.87909,48452.11059,77000.79537,63174.52148,118666.1016,186934.5523,48452.99226,48452.65103,17859.84822,30669.74942,44857.14495,1172373.273,83919.71479,44903.50164,64423.6554,82490.02745,118683.7307,9108.328107,4229.628679,42381.87914,83920.31887,87573.67193,39762.88433,19425.41815,1695584.497,85091.71705,34278.56231,83918.44592,68494.26246,1346777.013,37899.94448,48452.71383,118657.5007,118640.0709,13642.14463,83756.11541,118682.3637,326.8220345,201462.9197,1692247.673,83909.54476,39553.84406,8486220.759,37571.07078,118683.2395,83915.48574,44907.32079,38944.773,29691.19284,30632.45297,59261.7752,48515.8483,114454.7132,118097.783,48457.61245,83901.77143,83922.62665,474759.5048,2567603.221,44898.71888,48614.41583,95472.17128,1174.99627,34264.32178,30651.36228,225013.7254,33710.61247,71098.7601,298.8147865,25592450.14,53112.91902,21472.33858,118675.3007,137643.2335,4938.659932,26579.80004,44284.14532,4360.298519,0,118639.7006,2690.224352,118679.7151,35779.27673,76017.53163,41974.00289,171510.1212,273555.6705,74042.8185,59346.34424,34357.47735,118684.3459,355562.4255,765432.2191,212392.5578,118670.8293,4234003.723,41726.4409,68493.09099,15967.38158,1613.618235,41405.30617,213153.0312,24221.7156,40963.08507
Polygonum.virginianum,39.41633728,6843.41948,NA,44.0300993,534048.6074,22783965.11,8543958.69,7048757.693,24.31481066,11.30656495,53.08104727,208.5876115,22.52768987,NA,56.95148097,235114.2083,30.61601343,NA,185093.8083,65278.20567,555316.2133,34.35910077,504082.1803,194.9922892,1651.655604,44.79905964,41.12513802,28.20233236,41.09665801,26.68102502,273383.6413,26.40097157,842606.4718,42.32129855,42.25721852,40973.1274,35.92972652,39.16001716,2990355.914,40.69793784,40.97134596,NA,1983.376549,44.0300993,88534.46847,106792.0617,44.40237375,41.55233821,27.71105214,22.04536709,185767.6943,4271956.476,413353.3761,37.37354365,38.90369705,6.464962837,3417556.101,39.94118322,42.57761866,17.8000078,0.370240159,82874.33721,192.9805646,42.6630587,NA,996795.1969,5980757.225,26.31553154,12.29624539,24121296.52,45.05537975,43.53881908,34.71713522,43.00481885,43.04753887,42.32536712,32.89034585,203.5964893,38.22872075,NA,541.9176776,34.50353512,15.32224671,44.81614764,1281558.001,6407957.412,43.83785921,43.67280459,534346.6261,NA,43.48328306,29.36289287,669808.0166,17587.49944,15.55415539,NA,76895990.1,33.58505472,61946.72207,35.6000156,718290.6133,97872.00434,178073.5707,31.49386793,136554.7784,118639.7006,0,126815.38,40.01441754,159.2659258,319761.9115,20.64088905,572412.2693,842399.5922,32.50851025,42.57761866,241.6454112,44.64526757,1708756.039,1993557.926,854355.9053,31.12865364,11320759.57,NA,96.87761047,47423.72586,114272.0442,44.17961936,640755.311,31432.84866,1502.639635
Prunella.vulgaris,126854.7963,24551.84587,300.3792965,126859.4101,117560.7439,9249742.644,2104286.101,2825871.122,92659.94809,33617.95145,33247.97164,126606.7924,64327.97512,213.1623017,65769.03827,30597.03709,89650.93137,4225901.586,19574.2757,28776.64448,174934.8186,41014.19502,91506.47054,36236.89092,33945.58416,73245.55291,126856.5051,56888.11012,51789.22548,54301.41591,59836.41761,89690.68355,159048.3499,51790.17938,51789.70916,121370.5512,52956.28378,42349.94529,1169035.543,89700.84237,181614.5805,49313.82133,41613.00106,126859.4101,9948.286637,6389.957126,857392.6767,63806.07052,67125.65313,29830.43463,12049.24506,1692246.774,60902.41343,30925.10267,63789.44059,57952.4663,1343439.286,74046.33889,51789.81889,126833.18,126815.7502,15538.15099,51695.69875,126858.0431,207.9840086,190295.1843,1564540.233,63950.42111,27039.20893,7587721.183,42251.5316,126858.9188,57026.60336,34370.84863,46447.07332,487137.4843,35496.02649,51694.95434,32759.07778,109815.3192,126273.4623,36631.99561,63454.65479,73242.81007,471421.7333,2564265.503,33519.77036,1766764.089,225611.844,1318.338657,155503.0605,25908.30341,171709.7614,35510.43317,145189.9392,6413.513371,20517425.01,35210.22316,17995.11,126850.98,151898.4106,16020.72894,22923.5653,32915.71751,7924.626656,2690.224352,126815.38,0,126855.3944,24399.64094,64573.08177,36615.42825,148623.0256,178900.5646,45134.49095,42305.71884,34076.15403,126860.0253,293790.8715,762094.477,1597701.765,126846.5086,4230913.224,30465.71272,73161.51016,16613.77788,16177.34207,26246.92521,209815.1786,24334.86739,31989.02642
Ranunculus.recurvatus,0.598080262,6883.433897,NA,4.01568176,534088.6218,22784005.12,8543998.704,7048797.707,15.69960688,28.70785258,93.09546481,248.602029,17.48672767,NA,96.96589851,235154.2228,70.63043096,NA,185133.8228,65318.22009,555356.2278,5.655316766,504122.1947,235.0067067,1691.670022,4.784642097,1.110720487,11.81208518,1.082240477,13.33339252,273423.6557,13.61344596,842646.4862,2.306881011,2.242800983,41013.14182,4.084691021,0.854400375,2990395.928,0.6835203,0.956928419,NA,2023.390967,4.01568176,88574.48289,106832.0762,4.387956213,1.537920674,12.30336539,62.05978462,185807.7088,4271996.49,413393.3905,2.640873884,1.110720487,46.47938037,3417596.115,0.073234321,2.563201124,22.21440974,39.64417738,82914.35162,232.9949821,2.648641161,NA,996835.2113,5980797.239,13.698886,52.31066293,24121336.54,5.04096221,3.524401545,5.297282322,2.990401311,3.03312133,2.31094958,72.90476339,243.6109068,1.785696783,NA,581.9320951,5.510882416,24.69217082,4.801730105,1281598.016,6407997.426,3.823441676,3.658387057,534386.6405,NA,3.468865521,10.65152467,669848.031,17627.51386,24.46026215,NA,76896030.12,6.429362818,61986.73649,4.414401938,718330.6278,97912.01876,178113.5851,71.50828547,136594.7928,118679.7151,40.01441754,126855.3944,0,199.2803434,319801.926,19.37352849,572452.2837,842439.6066,7.50590729,2.563201124,281.6598287,4.63085003,1708796.053,1993597.94,854395.9197,8.885763895,11320799.58,NA,136.892028,47463.74027,114312.0586,4.165201826,640795.3254,31472.86308,1542.654052
Rhamnus.cathartica,198.6822631,2303.543009,132.2336047,203.2960251,201800.1627,16110583.61,2466382.596,4984111.746,11863.4764,6352.538952,10266.51544,49.32168565,11057.47068,43.00481885,60578.68186,74628.66676,97.97775182,203572.5227,61659.15908,17363.68116,392555.2424,18419.22034,130119.1904,11397.86548,6740.188036,118.5633,200.3910638,5077.373864,141.843099,46445.5684,193198.8162,185.6668974,198573.9527,145.7511981,143.52283,7082.474115,1399.626221,3395.397823,2114388.327,166.0258032,744.8684902,50985.41156,669.3052456,203.2960251,29510.01699,43550.53758,2952.281899,7213.051878,50838.12329,6031.398251,37152.15811,3020616.775,94807.22882,1169.172195,7070.58447,12182.49483,2416464.476,5701.070937,142.8890844,177.0659336,159.636166,47755.80423,28.30054539,201.9289845,29.33441286,241762.5945,1993544.2,8494.392971,958.3666895,9847413.077,1072.685239,202.8047449,6069.493962,5134.398632,8408.444031,1286.301127,4863.325444,1980.452213,618.75655,98831.05678,382.6517517,1953.446073,2515.265042,165.6516158,906085.7353,4530997.521,730.2568789,1309.308612,125957.3333,1361.51502,1929.177807,1034.077455,273382.9583,8040.301031,34005.64716,9348.213482,24316596.91,1388.553407,21847.80847,194.8659414,140869.9512,29465.96795,177914.3047,8580.665523,36455.25508,35779.27673,159.2659258,24399.64094,199.2803434,0,113172.5403,425.8786121,256021.01,253948.4398,35888.35082,2329.234712,1764.974307,145.3216687,356287.0657,1409545.71,207197.0943,190.3945795,6535951.632,31253.09584,130.4766297,8884.037933,20893.82629,11637.09287,452969.8085,11750.73715,8282.32023
Rubus.allegheniensis,319801.3279,87026.97872,93.58941902,319805.9416,81941.47614,9170972.551,3108454.202,2543321.473,143013.9247,184621.1582,184583.9804,319553.3239,159906.4878,11685.15025,226065.5461,29885.20199,226084.1688,2792.643726,54978.16319,90315.67048,96164.65195,226130.3102,61716.98102,160168.9925,101471.7613,319806.7106,319803.0367,159941.276,126934.1594,143167.3432,17854.46467,319788.3125,274978.0754,121906.1001,120929.2058,93151.93089,160283.5798,101268.5786,1090265.437,226134.5939,184638.2818,155.7160665,224703.3571,319805.9416,87395.83596,86944.58537,143136.5011,159910.8625,160280.0768,143043.071,44857.8549,1613476.674,31528.03204,226132.2868,159911.1232,143060.7407,1264669.183,143019.7896,120931.7721,319779.7116,319762.2818,96708.98992,225969.3594,319804.5746,10115.53022,225677.9324,1886998.461,159894.6843,118885.2226,8996142.943,121707.9519,319805.4504,159912.581,143021.1891,160287.4792,160287.0544,142987.2945,319558.3151,226132.8491,454.6840924,319219.9939,226130.2833,160016.9704,226137.5058,392651.6124,2302452.217,226136.8155,226136.6987,81105.63516,337.6281664,226136.5716,184631.6345,142905.7391,116990.7366,226116.8156,34051.90658,31262114.25,130870.5237,105252.6245,319797.5116,129989.5603,83866.95392,63364.99548,184596.5034,69245.89261,76017.53163,319761.9115,64573.08177,319801.926,113172.5403,0,101272.0456,79896.88767,165514.4699,160281.3309,319804.4892,143101.88,319806.5568,439399.4344,632640.7055,178206.1937,319793.0402,4158008.203,33.03681448,226037.366,91051.36883,73074.3798,143024.9053,122351.6668,91484.87879,159516.7373
Rubus.hispidus,18.77544823,4890.222572,1357.433658,23.38921025,189258.4455,9301523.231,2576106.762,2664188.621,7457.344722,555.1105708,844.9146956,229.2285005,10615.21014,13087.32521,628.7757809,69380.91245,38.18610579,1356.147121,69967.3576,23754.72276,226715.3313,637.1416796,134727.3703,17361.72456,13378.55977,24.15817059,20.48424898,4634.428556,40050.16961,82191.86771,103358.3402,5.760082528,329889.9597,17122.63168,4931.688953,10979.36411,1722.305859,3757.413554,1220816.116,14.75713101,416.9915665,596.5850006,1417.083297,23.38921025,31312.80275,40380.14453,1594.046377,6770.395755,81606.16774,9645.015365,53648.55467,1744027.355,124641.3014,147.8663673,6627.939272,11787.09618,1395219.863,9332.723538,5012.125175,2.840881245,20.27064889,31334.20683,151.3140297,22.02216965,11517.69149,315267.4956,1891297.262,8051.96608,31034.98423,8528183.012,14509.71746,22.89793004,6343.222636,6795.263528,13632.55835,1881.292033,6763.734455,444.8029419,523.5776249,350.7174517,562.5585666,724.2598128,2071.307719,17.1692975,523202.2961,2423294.57,386.6386603,401.1015289,168981.9339,473.7834053,1245.22486,273.431506,273456.4177,25693.09244,550.2484892,35692.9297,27186845.34,1607.470332,23421.58438,14.95912655,193896.3819,34611.63538,79646.20049,504.0375456,48287.38197,41974.00289,20.64088905,36615.42825,19.37352849,425.8786121,101272.0456,0,181086.6647,266439.0692,1999.105852,1232.224272,1641.048151,56.8845461,515388.2912,753502.9705,270203.7088,10.4877646,4002524.186,687.4361386,545.9116665,13749.22057,31741.49773,21338.61275,242795.0284,12600.40616,9257.654103
Rubus.occidentalis,572451.6856,178991.5864,114.3483585,572456.2994,19100.58433,9067828.474,3012961.343,2447828.62,256004.9397,330488.9088,330451.7324,572203.6817,286233.0202,11685.12878,404716.3274,107494.7985,404734.9498,2793.255626,158122.1396,179445.4535,6979.749079,404780.999,23378.38407,286292.2576,180985.1539,572457.0683,572453.3944,286235.8571,219809.9371,256069.6446,113073.092,572438.6703,235731.8281,216945.405,216397.9796,177243.3783,286407.3384,181093.6337,987121.3607,404785.375,330506.0336,149.2502779,403354.1384,572456.2994,182888.66,190088.6587,256058.5795,286228.186,286403.538,256021.7608,128931.4665,1510332.598,53169.28419,404783.0465,286227.3225,256035.8478,1161525.106,256009.8052,216399.4652,572430.0693,572412.6395,199853.0371,404620.1405,572454.9323,10115.50901,141462.3838,1802781.855,286219.6112,205691.3604,8900650.175,216834.5901,572455.8081,286226.3625,256010.5121,286411.0739,286410.6802,255976.4823,572208.6728,404783.6302,448.1889121,571870.3516,404781.0354,286267.669,404788.2871,289507.5393,2207016.931,404787.5966,404787.4798,14388.76102,331.0784266,404787.3483,330499.3595,39761.73747,211230.7406,404767.5968,34061.45186,31158970.17,233849.905,208396.7009,572447.8693,55995.75758,179359.5594,176353.6349,330464.2267,164738.6827,171510.1212,572412.2693,148623.0256,572452.2837,256021.01,79896.88767,181086.6647,0,85802.35113,286405.3472,572454.8469,255976.8493,572456.9146,359540.3418,537148.7833,93988.1234,572443.3979,4062515.859,42.29281854,404688.1215,175115.4809,162138.9681,256010.5291,30292.70125,171239.2069,285638.8482
Rubus.odoratus,842439.0085,264261.2282,7150.618612,842443.6223,118092.8727,8957606.611,2435446.828,2345794.628,297957.6981,280803.6339,266373.3599,842191.0046,421419.184,18835.97344,280780.8907,193129.4372,595644.8158,3567.564298,219101.9854,200651.8982,117201.3021,376748.0115,106996.8937,318323.4179,266661.7216,486385.4962,842440.7173,421276.4937,321629.0535,243196.8792,215092.0608,842425.9932,183830.5696,319203.2158,318578.1275,200359.0356,254004.1481,266432.815,876899.4999,595695.242,266403.0977,300.1873455,297132.0707,842443.6223,284934.2539,300310.5321,297867.4674,421325.3997,297843.0296,243335.6725,164176.0569,1400110.736,107283.3835,297846.4545,421320.9221,376994.8257,1051303.247,280912.3087,318580.861,842417.3922,842399.9624,310074.9307,376646.2472,842442.2552,17266.36839,47032.1273,1712803.142,421348.3182,236057.0958,8798616.43,266973.7827,842443.131,421312.6711,297948.8009,318413.4624,318413.1382,376843.8151,842195.9957,280812.6072,289.8501045,841857.6745,595690.8871,421233.6663,595698.1539,179285.6773,2105295.144,297848.7313,376752.0819,108913.3478,341.1979431,486384.7393,280809.6645,57530.53348,293144.5404,280805.0495,40623.48937,31048748.31,343921.9099,275931.7595,842435.1922,47073.51279,263230.4164,297095.6689,421184.0697,249553.88,273555.6705,842399.5922,178900.5646,842439.6066,253948.4398,165514.4699,266439.0692,85802.35113,0,254002.9311,842442.1698,266318.3736,842444.2375,210613.329,435115.694,5213.867121,842430.7208,3960498.922,16.91776269,595597.9823,212466.7077,201946.5346,243262.7165,79450.35477,256569.077,297301.9722
Rumex.obtusifolius,6.907827028,42022.55456,198.9160081,11.52158905,213958.7324,16110719.22,2466437.958,4984247.353,74859.1803,34984.35572,46404.80752,241.0961217,15271.64589,200.677288,11266.39566,100556.9878,154.4708871,4969387.365,88329.49168,34710.47257,392690.8668,50205.10452,155296.4676,54814.78625,8851.402777,395.7115859,8.616627777,7245.074696,118.4940456,68531.42205,193334.4221,4.468631147,207427.1514,142.0698151,128.793529,120249.0319,46918.6544,5963.753287,2114523.936,76.26567641,162654.7313,9622.124222,737.3193023,11.52158905,62534.11803,43628.66326,859065.3011,10832.09349,55246.45327,44309.30993,57094.2867,3020752.382,106790.1756,54649.53204,10667.65385,15789.14736,2416600.085,62015.93761,118.5523267,14.70850245,32.13827009,41453.75963,307.8216476,10.15454845,187.006882,274054.5339,1994593.606,12311.93039,504.2327876,9847491.369,56075.1084,11.03030884,8953.680413,56246.06903,43002.96364,489133.878,59748.69651,83915.2447,47536.99068,60027.20876,574.4261878,56561.54641,5406.257594,57.92535808,906221.3495,4531133.128,57325.24329,1739564.773,264515.3981,66181.66897,149791.2468,39958.07575,273461.4023,84598.92544,116242.0177,13298.93779,25632083.83,342.822844,20663.66225,3.091505352,180440.2976,63481.72937,178106.0792,40039.43748,72161.31122,74042.8185,32.50851025,45134.49095,7.50590729,35888.35082,160281.3309,1999.105852,286405.3472,254002.9311,0,66330.40655,35970.03988,8.730043048,366895.3414,1409681.321,1788174.038,1.379856605,6536062.354,31514.14403,82.13931167,45056.8737,40776.06014,37331.49002,453105.435,60575.55685,48821.66471
