,Acalypha.rhomboidea,Acer.saccharum,Adiantum.pedatum,Ageratina.altissima,Agrimonia.gryposepala,Agrostis.perennans,Agrostis.scabra,Alisma.subcordatum,Alliaria.petiolata,Ambrosia.artemisiifolia,Ambrosia.trifida,Amphicarpaea.bracteata,Anemone.canadensis,Apios.americana,Arctium.lappa,Arisaema.triphyllum,Asarum.canadense,Athyrium.filix.femina,Bidens.connata,Bidens.frondosa,Boehmeria.cylindrica,Brassica.nigra,Bromus.ciliatus,Calystegia.sepium,Caulophyllum.thalictroides,Chamaesyce.maculata,Chelone.glabra,Cicuta.maculata,Cinna.arundinacea,Circaea.lutetiana,Clematis.virginiana,Cryptotaenia.canadensis,Cynodon.dactylon,Cyperus.compressus,Cyperus.strigosus,Dactylis.glomerata,Daucus.carota,Decodon.verticillatus,Dichanthelium.clandestinum,Digitaria.cognata,Digitaria.sanguinalis,Dryopteris.carthusiana,Echinocystis.lobata,Eleocharis.intermedia,Elymus.canadensis,Elymus.virginicus,Epilobium.hirsutum,Eupatorium.purpureum,Fallopia.japonica,Fragaria.vesca,Galium.aparine,Galium.asprellum,Galium.boreale,Galium.palustre,Galium.triflorum,Geranium.maculatum,Geum.laciniatum,Glechoma.hederacea,Glyceria.borealis,Helianthus.giganteus,Helianthus.strumosus,Heliopsis.helianthoides,Hemerocallis.fulva,Hieracium.paniculatum,Hypericum.mutilum,Impatiens.capensis,Impatiens.pallida,Laportea.canadensis,Leersia.oryzoides,Lobelia.cardinalis,Ludwigia.palustris,Lycopus.uniflorus,Lysimachia.ciliata,Lysimachia.nummularia,Lysimachia.vulgaris,Lythrum.salicaria,Maianthemum.canadense,Maianthemum.racemosum,Marrubium.vulgare,Matteuccia.struthiopteris,Menispermum.canadense,Mimulus.ringens,Mitchella.repens,Mollugo.verticillata,Muhlenbergia.mexicana,Muhlenbergia.schreberi,Myosotis.laxa,Myosoton.aquaticum,Oenothera.biennis,Onoclea.sensibilis,Oxalis.stricta,Panicum.capillare,Panicum.dichotomiflorum,Parthenocissus.quinquefolia,Pastinaca.sativa,Peltandra.virginica,Penthorum.sedoides,Petasites.frigidus,Phytolacca.americana,Pilea.pumila,Plantago.major,Polygonum.hydropiper,Polygonum.hydropiperoides,Polygonum.lapathifolium,Polygonum.persicaria,Polygonum.sagittatum,Polygonum.virginianum,Prunella.vulgaris,Ranunculus.recurvatus,Rhamnus.cathartica,Rubus.allegheniensis,Rubus.hispidus,Rubus.occidentalis,Rubus.odoratus,Rumex.obtusifolius,Scutellaria.lateriflora,Solanum.dulcamara,Solidago.altissima,Solidago.canadensis,Solidago.flexicaulis,Solidago.gigantea,Thalictrum.pubescens,Thelypteris.noveboracensis,Thelypteris.palustris,Toxicodendron.radicans,Trifolium.pratense,Trifolium.repens,Urtica.dioica,Veronica.americana,Vitis.riparia,Xanthium.strumarium
Ambrosia.trifida,92.49738455,14935.33194,99.58632774,97.11114657,202610.139,16110658.69,2701820.192,4984186.83,114993.0796,30429.9208,0,155.5065642,57.08097946,0.712000309,52995.25179,90567.21705,17.1577532,5016619.704,57003.56655,45409.08841,392630.3266,8713.462524,152632.8637,12698.40142,1130.453628,56.94007179,94.2061853,56.22332791,70.47278594,51226.88261,193273.9109,79.48201884,240924.8147,67.46152434,68.61648928,176504.5456,64817.03975,64.45756601,2114463.411,68.93877446,192568.0897,35026.14091,665.6232806,97.11114657,40898.92719,61651.73432,1077798.539,69.18688079,61092.59992,17631.20941,45408.64434,3020691.859,100887.0667,12565.43479,66.73064535,29.99385348,2416539.56,102107.4472,71.46316293,70.88105507,53.45128743,41410.77387,57.91503364,95.74410597,12.95840568,300864.6537,2260564.727,58.3635054,643.7305161,13926406.44,49246.34522,96.61986635,64.95178846,23063.11928,54940.54272,633689.9014,17768.62636,19171.8023,11203.55249,110142.0039,488.8366303,19213.94274,51.716614,63.19640278,906160.8193,4531072.606,11980.7302,1782573.802,348170.9251,18978.4608,196426.0325,11340.78457,273426.308,18829.78118,152910.5092,15.50669336,31392640.74,764.1143026,23396.67955,88.68106287,249951.254,51228.49746,178020.4896,24175.77695,48158.51179,48246.80668,53.08104727,33247.97164,93.09546481,10266.51544,184583.9804,844.9146956,330451.7324,266373.3599,46404.80752,21068.95551,41391.83839,97.72631484,414916.9578,1409620.794,1932211.305,84.20970091,6536012.937,15394.82251,145.946119,16095.59275,44984.0678,25705.42226,453044.8915,19902.35259,7949.001022
Amphicarpaea.bracteata,248.0039487,6634.831868,NA,252.6177108,533840.0198,22783756.52,8543750.102,7048549.105,232.9024221,219.8941764,155.5065642,0,231.1153013,NA,151.6361305,234905.6207,177.971598,NA,184885.2207,65069.61806,555107.6257,242.9467122,503873.5927,13.59532231,1443.067993,253.3866711,249.7127495,236.7899438,249.6842695,235.2686365,273175.0536,234.988583,842397.8842,250.90891,250.84483,40764.53979,244.517338,247.7476286,2990147.326,249.2855493,249.5589574,NA,1774.788938,252.6177108,88325.88086,106583.4741,252.9899852,250.1399497,236.2986636,186.5422444,185559.1067,4271747.888,413144.7885,245.9611551,247.4913085,202.1226486,3417347.513,248.5287947,251.1652301,226.3876193,208.9578516,82665.74959,15.60704687,251.2506702,NA,996586.6093,5980548.637,234.903143,196.2913661,24121087.93,253.6429912,252.1264305,243.3047467,251.5924303,251.6351503,250.9129786,175.6972656,4.991122216,246.8163322,NA,333.3300661,243.0911466,223.9098582,253.4037591,1281349.414,6407748.824,252.4254707,252.2604161,534138.0385,NA,252.0708945,237.9505043,669599.429,17378.91183,224.1417669,NA,76895781.52,242.1726662,61738.13446,244.1876271,718082.0257,97663.41673,177864.9831,177.0937435,136346.1908,118431.113,208.5876115,126606.7924,248.602029,49.32168565,319553.3239,229.2285005,572203.6817,842191.0046,241.0961217,251.1652301,33.05779969,253.232879,1708547.451,1993349.338,854147.3177,239.7162651,11320550.98,NA,111.710001,47215.13825,114063.4566,252.7672308,640546.7233,31224.26105,1294.052023
Anemone.canadensis,16.88864741,7534.137808,NA,21.50240943,534071.1351,22783987.63,6041507.057,7048780.22,1495.253537,53.75422609,57.08097946,231.1153013,0,NA,79.47917084,117568.834,53.1437033,NA,185116.336,40684.14177,555338.741,11.8314109,252287.6353,15291.51871,846.8485923,22.27136977,18.59744816,5980.822758,18.56896815,9547.112337,273406.1689,3.873281704,421522.3673,19.79360868,19.72952865,23640.29821,15279.53644,7262.533122,2990378.441,12.89948083,13.07740895,11.14138088,2005.904239,21.50240943,62619.54797,106814.5894,8543.326318,3844.83921,15291.01751,2136.764673,93271.63377,4271979.003,206882.4353,14.84585378,3987.293523,2563.2491,3417578.629,2052.105347,20.04992879,4.72768207,22.15744971,82896.8649,215.5082545,20.13536883,NA,498413.4398,2990390.364,2563.247782,105.2249121,24121319.05,22.52768988,21.01112921,4272.018572,2306.943955,15286.4976,15284.57312,2349.826655,226.1241791,15.70103089,15.13842118,564.4453674,184.0988236,8543.936238,17.17540465,1281580.529,6407979.94,21.31016934,21.14511472,377856.0558,5.997890629,20.95559319,5.955066498,669830.5443,17610.02713,6.973534484,1973.476467,76896012.63,13242.09743,61969.24976,13.07232573,359400.6303,69221.88785,178096.0984,64.10895428,96574.73928,83906.86656,22.52768987,64327.97512,17.48672767,11057.47068,159906.4878,10615.21014,286233.0202,421419.184,15271.64589,20.04992879,10760.71652,22.1175777,854392.514,1993580.454,427215.0622,8.600963773,11320782.09,NA,119.4053003,26900.89828,67734.59862,3163.674058,640777.8386,15779.82119,15316.13681
Apios.americana,NA,20406.63556,11685.80789,NA,1745.680478,58.89322966,126.4288832,10813.55929,5.38272236,1.794240787,0.712000309,NA,NA,0,0.626560272,5406.96728,8.458563708,14476.31543,86.40503507,19.4045428,98.97039962,453.0519015,151.7913864,1.181920515,5406.884686,NA,NA,NA,30171.88553,5.927402598,15348.10904,NA,271825.7033,5408.319783,7761.520145,345.9223468,373.4415564,17091.59268,56.02677931,NA,6.920643034,249.3994693,21.36000936,NA,121.9932949,39.67445652,5.004345053,NA,16.09120705,47.4512608,76.47918577,64.82444369,153.9876192,228.0143305,NA,3.417601498,30.07986868,243.0316736,7673.988745,NA,NA,61.58828216,4.01568176,NA,1569.649692,381.0527108,60.47108813,NA,30799.81247,1639.975885,3662.671379,NA,NA,4.69920206,204.1650724,339.928529,77.40867393,NA,5.553602434,672.1852546,NA,NA,NA,NA,99.0008207,72851.96978,6.886467019,5.6960025,248.1650471,506.6594221,115.6266599,278.406362,115.3290185,15696.42668,3.417601498,30018.43906,53.71488155,143.8352008,103.5743308,NA,28428.09781,317.653848,50.45666457,280.471163,130.9444548,333.2243134,NA,213.1623017,NA,43.00481885,11685.15025,13087.32521,11685.12878,18835.97344,200.677288,NA,261.2585465,NA,3675.701301,14475.52211,91.15908271,NA,2899.690438,3.844801685,247.7761086,142.6087397,117.8442802,703.7909485,5407.385336,21330.1783,4.35744191
Arctium.lappa,96.36781824,91015.21971,48.76760829,100.9815803,218741.5892,16110655.96,3488033.297,4984184.093,99706.83393,51116.63824,52995.25179,151.6361305,79.47917084,0.626560272,0,144802.1511,19.69893815,4977812.187,91872.51258,53792.37379,392627.5898,53883.32098,208354.7148,69782.89461,1189.48882,59.00401826,98.07661899,73.5804727,73.08352802,80032.78206,193271.1741,83.35245254,247921.7996,70.19785371,71.31803406,176565.0506,69875.11083,79.81185997,2114460.674,97.64941881,177534.9536,22030.86467,656.0143771,100.9815803,107208.2911,61653.13344,1089407.902,98.50381918,64872.68472,56795.57184,76296.93222,3020689.122,125202.7552,67624.83105,95.85517802,35.81371076,2416536.823,101810.2779,74.0776898,74.75148877,57.32172113,41408.69828,56.11077913,99.61453967,13.04384572,325263.5657,2443311.354,83.2670125,685.6646506,13926404.21,67709.46,100.4903001,91.66861618,68413.1508,67553.56074,700513.66,91112.81501,111572.1338,56703.33942,63032.61668,484.9661966,111428.4042,72.27372768,75.35257206,906158.0825,4531069.869,67083.20483,1748215.882,373397.3545,99588.0093,173111.5863,61824.47337,273424.734,95846.46679,124468.3757,10.4806446,34389051.2,133.9160167,23396.63069,92.55149657,272429.4195,84724.8909,178016.6192,65910.88444,97370.33881,103205.5182,56.95148097,65769.03827,96.96589851,60578.68186,226065.5461,628.7757809,404716.3274,280780.8907,11266.39566,111436.8279,59566.3425,101.5967485,430975.6765,1409618.057,1966134.338,88.08013461,6536010.702,43361.91168,177.7114438,68705.36199,67369.76851,56681.83112,453042.1547,85091.45964,66283.8935
Arisaema.triphyllum,235153.6247,61248.06652,15830.09927,235158.2384,94574.74946,9205529.832,2627487.583,2575358.953,84829.56539,83907.73431,90567.21705,234905.6207,117568.834,5406.96728,144802.1511,0,166229.2024,194019.4909,16902.63204,50593.04037,130722.0175,108482.2211,74829.87945,91066.85168,64751.26619,235159.0074,235155.3335,117707.413,91790.14857,109742.8744,24051.04667,235140.6093,247385.1443,88880.8375,89713.04491,52248.95717,83640.50269,76502.88179,1124822.721,166279.6682,96007.35787,70329.67223,164848.3928,235158.2384,48862.20581,48508.14199,83528.31293,117630.7177,133571.2655,78449.82929,14403.77435,1648033.959,49669.45157,105165.1339,117633.7459,105175.0321,1299226.465,74644.70408,89702.18213,235132.0084,235114.5786,57542.94348,166114.3932,235156.8714,6976.501103,219882.4317,1658625.308,117591.6786,73325.6479,8445041.382,74379.94098,235157.7472,117640.8774,83157.07621,84597.34024,78860.94374,83128.53518,117458.4467,105174.9649,168100.977,234572.2907,105164.2512,117852.0528,166282.5764,427208.9191,2333950.87,105170.9704,105230.6778,90395.16613,744.0126335,105171.959,83138.33508,177463.0901,72994.14692,119493.1658,20117.13742,25553625.32,78855.63698,65451.33147,235149.8084,125872.5601,43422.04832,25509.44886,84281.88767,31196.97233,36854.27223,235114.2083,30597.03709,235154.2228,74628.66676,29885.20199,69380.91245,107494.7985,193129.4372,100556.9878,117583.825,78712.79555,235158.8536,408718.3658,664884.104,178781.3938,235145.337,3919368.127,46342.21359,135688.554,50597.35422,34275.98123,80823.96904,153318.003,59343.79541,79418.54671
Asarum.canadense,70.0323507,4825.247029,11.02176483,74.64611272,377607.7447,16110674.58,6041469.479,4984202.715,38.90280346,30.51739322,17.1577532,177.971598,53.1437033,8.458563708,19.69893815,166229.2024,0,195.4298456,130859.4387,46137.01397,392646.2121,329.555515,356418.3081,116.431308,1146.327972,75.41507306,71.74115145,58.81834579,58.68684071,40.5546384,193289.799,57.016985,595791.1068,51.92012509,55.01528531,28955.83036,274.1131493,69.02543642,2114479.296,71.31395126,50.6315871,257.858033,1380.971191,74.64611272,62581.67684,75491.74374,53.89345195,72.16835164,44.74783694,39.99602765,131335.9985,3020707.744,292263.3636,173.9856453,69.51971048,17.44540834,2416555.445,184.6965856,59.5940059,48.41602123,30.98625359,58579.36199,114.8520498,73.27907213,22.1289697,704819.2531,4229012.342,56.93154496,32.25831056,17056310.69,53.51188207,74.15483251,65.33314864,52.12561628,159.114942,251.6883106,60.73860012,172.9804758,48.72389673,680.6438183,511.3016641,65.11954855,45.93826014,75.43216107,906176.7046,4531088.491,52.65857309,52.56643524,377818.6754,515.1179858,102.1955196,207.2304934,473604.1423,12414.75309,32.84125293,19.56576858,54373654.4,76.00581705,43781.30543,66.21602903,507886.5186,69185.97279,178042.9547,204.305112,96537.3546,83870.94191,30.61601343,89650.93137,70.63043096,97.97775182,226084.1688,38.18610579,404734.9498,595644.8158,154.4708871,73.19363209,242.1577237,75.26128099,1208251.432,1409636.68,604099.2061,61.74466707,8004964.208,4.613762022,187.1454068,33512.69065,80781.10459,506.4058424,453060.7767,22206.39519,1040.881924
Athyrium.filix.femina,NA,183532.3095,2584.621355,NA,183997.3129,114.5996563,395.4822189,3663.441211,4890712.161,4976244.819,5016619.704,NA,NA,14476.31543,4977812.187,194019.4909,195.4298456,0,4238650.254,4190469.207,87.7130058,5007884.112,183607.1716,5016516.33,18414.1965,465.236499,NA,NA,44647.51324,5014455.035,872.5394804,NA,4018708.608,19884.02377,6715.096485,4030077.802,4926751.232,2620.298242,133.4951637,NA,4774108.971,141129.7084,307.4852959,NA,218685.6891,1362.937788,3789146.514,NA,82065.04663,4997217.091,4234355.444,109.6662811,4240983.181,5017572.827,NA,190.3888834,145.3958891,4893094.415,6802.524745,NA,NA,192.0141827,308.6049093,NA,12906.74448,4401281.575,193524.1954,NA,33444.39229,14941.27625,4055954.083,NA,NA,4996195.988,4956151.887,4216314.934,259627.357,335161.5786,192328.3344,56345.30829,NA,334079.9071,NA,NA,98.76805094,87327.50047,5017475.435,3149439.726,4457758.398,259409.5822,5787544.701,205160.1324,241.9445054,5018040.24,4824172.794,44494.01425,204586.3073,164.4210403,469.3446806,NA,3917074.888,4750259.02,191.3599357,5964590.611,4777312.226,193534.1696,NA,4225901.586,NA,203572.5227,2792.643726,1356.147121,2793.255626,3567.564298,4969387.365,334086.4145,4967600.724,NA,4078658.677,158.6118201,2189908.983,NA,16085.53452,162511.4649,143.2824786,4240692.049,4201378.633,4991043.509,19882.2331,183585.5962,5997494.05
Bidens.connata,185133.2247,56430.27836,233.5135196,185137.8384,110383.7649,9225950.575,2786288.304,2802079.053,131424.3093,67311.90473,57003.56655,184885.2207,185116.336,86.40503507,91872.51258,16902.63204,130859.4387,4238650.254,0,57676.70762,151142.7564,58291.10971,96215.68122,57285.78628,69335.72861,106889.8254,185134.9335,185122.0107,75581.10101,82661.27877,36044.76656,185120.2093,187866.3454,75581.53414,75581.67162,205127.6866,101323.9934,75580.25357,1145243.465,185134.5063,236816.9036,49695.62741,74754.52214,185137.8384,34283.10964,29616.9772,1171266.276,185135.3607,106317.6626,58396.88247,4695.41446,1668454.703,59020.8447,55920.96264,185132.712,130876.5158,1319647.209,129441.8428,75581.73155,185111.6083,185094.1786,38635.55843,75485.44727,185136.4714,86.10496957,216963.9773,1832752.864,185120.1239,55806.72814,9047034.27,61764.31031,185137.3472,185128.5255,58757.06443,79967.26206,764461.4691,75637.19924,92544.5553,58566.38498,134547.8484,184551.8907,92673.37188,185109.1306,185138.6245,447629.664,2540473.432,55893.23112,1781690.376,326367.5752,3661.156725,204487.0345,61772.44791,161571.4722,53102.00054,192854.0772,147.3873695,25570298.96,92563.77051,38943.77226,185129.4084,225015.3572,39416.90409,3140.630259,71823.43664,14730.1956,21242.25186,185093.8083,19574.2757,185133.8228,61659.15908,54978.16319,69967.3576,158122.1396,219101.9854,88329.49168,92682.44342,71924.4036,185138.4536,393754.9695,738302.388,1989366.659,185124.937,4208886.043,28177.63189,106808.1485,35659.63854,40536.56367,63014.06297,186023.1124,48664.91522,66084.508
Bidens.frondosa,65317.62201,18335.24935,20743.2453,65322.23577,142539.7275,9274865.089,2119707.319,2850993.565,59416.40684,22485.72904,45409.08841,65069.61806,40684.14177,19.4045428,53792.37379,50593.04037,46137.01397,4190469.207,57676.70762,0,200057.2075,51935.9832,107495.9363,47500.13809,22695.2831,37714.25735,65319.33081,33450.85856,26666.56415,52866.55362,84958.8187,65304.60664,176848.4002,26667.27393,26667.19159,105387.8154,26065.68435,23477.0889,1194157.975,46187.43992,147645.404,41600.59838,21098.98425,65322.23577,17340.34711,19965.76788,897800.6203,39242.44005,39506.0232,33444.65947,40108.95588,1717369.214,83521.25358,50228.05082,39195.82027,36261.65245,1368561.721,44595.41108,26667.20235,65296.00568,65278.57591,19036.15289,26570.93281,65320.86873,19.68003509,218532.242,1707744.441,39668.77698,17380.52517,7607196.569,24236.8394,65321.74449,33866.01624,41739.38137,15546.07076,470170.2131,27676.0947,36783.91398,22966.07419,101358.9457,64736.28799,26855.35481,38085.59609,37714.40247,496544.1589,2589387.944,50120.07318,1726896.659,211119.4585,20635.48567,126299.6787,18252.18731,191169.1361,58735.63932,109680.2226,8718.647817,21309011.88,23871.83182,15008.72198,65313.80569,156880.5154,25077.5314,50443.63883,31787.33078,47194.66738,21209.13055,65278.20567,28776.64448,65318.22009,17363.68116,90315.67048,23754.72276,179445.4535,200651.8982,34710.47257,31359.38569,18267.28968,65322.85094,317331.3444,787216.8996,1607073.795,65309.33432,4254215.489,25390.90157,47676.14403,36082.65267,15924.07018,24023.22427,234937.5723,19997.3566,40946.76123
Boehmeria.cylindrica,555355.6297,223913.1537,55.3005651,555360.2434,8682.56841,9074807.91,3261349.634,2650936.383,392685.0539,392675.8554,392630.3266,555107.6257,555338.741,98.97039962,392627.5898,130722.0175,392646.2121,87.7130058,151142.7564,200057.2075,0,392692.2725,20917.20301,392529.9801,226032.6127,555361.0124,555357.3385,555344.4157,226723.6789,392686.7271,115098.5024,555342.6143,117285.8839,226724.2871,226724.1469,209979.906,392693.3437,226722.9031,994100.7965,555356.9113,392696.8319,224.6218585,391265.4012,555360.2434,190562.8534,183109.2319,392699.2576,555357.7657,392687.4549,392652.2721,150867.5875,1517312.034,57956.14496,392694.3135,555355.117,392663.2892,1168504.543,392696.1332,226724.2801,555334.0134,555316.5836,192873.6366,392531.4028,555358.8764,98.36315621,180233.3859,2214927.022,555342.5289,226701.8791,9620771.174,226725.295,555359.7522,555350.9305,392698.2697,392698.3199,392697.8519,392644.6049,555112.6169,392694.8925,647.4076438,554774.2957,555350.7169,555331.5356,555361.0295,296486.9703,2389330.764,392698.8588,392698.7421,8563.553675,481.8818112,392698.6127,392688.6638,46741.09459,219526.8383,392678.8591,44.10725564,31165949.61,320631.3668,201417.2523,555351.8134,66534.04419,186751.094,168708.084,392645.6323,170958.7192,178272.6883,555316.2133,174934.8186,555356.2278,392555.2424,96164.65195,226715.3313,6979.749079,117201.3021,392690.8668,555358.791,392497.0267,555360.8586,470889.9163,587159.729,122082.45,555347.342,4394973.845,28.62241255,392599.389,207346.2771,180055.5699,392699.3934,34880.38305,213874.5711,391605.334
Brassica.nigra,5.057236503,24526.28712,318.5859852,9.670998526,203133.6603,16110720.53,3820989.877,4984248.67,99242.27435,31599.31205,8713.462524,242.9467122,11.8314109,453.0519015,53883.32098,108482.2211,329.555515,5007884.112,58291.10971,51935.9832,392692.2725,0,191886.7899,15381.17882,1231.070696,160.581266,6.766037252,53.54406396,296.8323672,62727.50153,193335.8659,7.958129199,269279.6876,320.4055415,307.1155046,220296.333,76699.87297,278.0861326,2114525.264,6.338837065,224327.4529,32574.79622,702.8168545,9.670998526,47847.15573,61705.0019,996384.114,7.19323744,74877.7149,18453.30756,56320.13666,3020753.702,126269.8993,20048.34613,4.544596279,324.0609598,2416601.409,111640.5882,296.8510214,16.55909297,33.98886061,41454.95164,266.4723456,8.303957927,439.3814955,315944.5155,2441772.294,8.043569237,776.2936666,13926456.93,39433.27312,9.179718311,0.358034443,18631.10893,46696.19507,647517.2407,24510.40512,29985.28559,17019.31832,117418.0425,576.2767783,30040.39566,19.03685406,118.242507,906222.7012,4531134.445,19426.39537,1572838.405,341270.7264,26615.89352,187310.1456,19918.30586,299562.7315,26076.4588,168306.8751,441.9446966,34388958.1,227.9938251,19604.38064,1.240914828,253450.2216,49536.67541,178107.9298,21095.9832,52175.52337,54330.26259,34.35910077,41014.19502,5.655316766,18419.22034,226130.3102,637.1416796,404780.999,376748.0115,50205.10452,30060.67808,36855.63512,10.2861668,493737.9066,1409682.657,2322210.202,3.23044713,6536063.425,11049.55177,152.6715988,21012.89473,45205.33862,27942.54875,453106.8351,25528.22409,16814.19693
Bromus.ciliatus,504121.5967,120615.6327,304.7800163,504126.2104,9484.692755,9095724.118,2320912.543,2671852.6,160250.563,152302.8405,152632.8637,503873.5927,252287.6353,151.7913864,208354.7148,74829.87945,356418.3081,183607.1716,96215.68122,107495.9363,20917.20301,191886.7899,0,160063.7825,139480.3797,356473.1646,504123.3055,252103.0562,205807.5231,163800.3425,94182.56151,504108.5813,87421.99449,205807.9936,205808.038,109159.1102,139824.5147,168057.9102,1015017.016,356468.7058,178238.1307,59631.67618,289888.1894,504126.2104,131409.2895,150165.4034,159509.3367,252160.3936,202710.4205,145743.7964,82200.52506,1538228.249,22715.42657,190540.5812,252155.1296,225750.5984,1189420.757,140025.1964,205808.1396,504099.9803,504082.5506,159201.7324,290921.8684,504124.8434,149.9501867,127301.3831,1518965.901,252191.8564,145513.9947,8926467.994,152003.108,504125.7191,252145.3979,159514.3861,152410.3026,139827.2545,159486.8515,205707.6014,190546.7627,137438.2149,503540.2627,205806.464,252059.7,356471.6178,317403.2386,2410246.978,190544.819,190570.6717,9547.854187,243.2656374,205811.5141,145525.5736,62641.35417,162165.05,196524.9372,6496.256404,24157242.41,159422.3593,156319.7003,504117.7803,50704.66237,117271.0275,145795.5109,159897.7733,106104.3659,111274.7667,504082.1803,91506.47054,504122.1947,130119.1904,61716.98102,134727.3703,23378.38407,106996.8937,155296.4676,225454.7608,139790.0088,504126.8256,311077.0607,608075.9394,90507.33447,504113.309,4088319.776,38060.73584,290976.1059,110761.8847,94554.83461,146609.4297,55796.98577,126425.365,145544.7763
Calystegia.sepium,234.4086264,14934.56237,27917.6145,239.0223885,218778.7285,16110558.35,3488012.688,4984086.483,89548.15855,38454.92527,12698.40142,13.59532231,15291.51871,1.181920515,69782.89461,91066.85168,116.431308,5016516.33,57285.78628,47500.13809,392529.9801,15381.17882,160063.7825,0,20815.28083,100.0386722,236.1174272,8385.959259,168.4798963,39700.15593,193173.5644,221.3932607,225259.149,167.8081283,168.2224913,185822.7391,72251.68945,5981.21118,2114363.064,167.0406489,222089.6404,43080.77973,597.3609847,239.0223885,40677.08481,65003.71683,915729.552,10852.26749,41551.1265,20318.00174,49810.99222,3020591.513,111192.0476,13135.86623,10687.83046,15805.87762,2416439.214,95369.7509,169.5175817,212.792297,195.3625293,52917.28968,11.20970268,237.6553479,12.48848548,266695.156,2114517.651,12331.93376,13259.61991,13926341.24,45170.83792,238.5311082,10358.97005,20776.79968,42920.2829,552905.4386,16181.54093,23923.02847,14539.44636,111690.9261,346.9253884,20604.69943,5426.747625,169.6632312,906060.4729,4530972.259,14044.07145,1579811.524,322158.6823,16776.05118,196007.8105,13443.17998,299460.0484,19045.87403,185357.7208,13317.84865,34388850.91,17598.75463,21915.29524,230.5923048,223468.7374,46241.78371,177878.5784,30683.24143,40228.82959,42147.2867,194.9922892,36236.89092,235.0067067,11397.86548,160168.9925,17361.72456,286292.2576,318323.4179,54814.78625,22755.4086,34032.83354,239.6375567,441708.8678,1409520.448,2065347.485,226.1209428,6535970.827,25580.29146,22731.56835,14616.81975,41510.68337,20305.23334,452944.5451,20646.65868,3725.937933
Caulophyllum.thalictroides,1691.071941,16214.49494,15830.78393,1695.685703,188257.5074,9300840.519,2369209.942,2663598.049,1467.77459,1874.582134,1130.453628,1443.067993,846.8485923,5406.884686,1189.48882,64751.26619,1146.327972,18414.1965,69335.72861,22695.2831,226032.6127,1231.070696,139480.3797,20815.28083,0,1696.454664,1692.780742,6040.837465,22937.19076,82470.32372,104486.976,1678.056576,321046.9103,665.3973098,12207.60293,11840.80564,9397.293907,18030.26721,1220133.404,1210.072453,1004.488172,733.1211998,234.6836681,1695.685703,30720.34071,39746.56659,7022.396975,3938.927424,82334.70876,1778.725777,51277.40134,1743344.643,124251.0414,1003.644164,4077.736972,2410.367881,1394537.151,6441.96701,12126.94213,1669.455612,1652.025844,30703.4694,1031.491356,1694.318663,6976.423815,314695.8082,1890760.295,2699.912629,16639.04148,8527582.851,1678.175411,1695.194423,4356.274701,2066.99634,17209.99974,8413.426327,2063.275624,916.9639407,1172.02788,472.0519433,1109.737926,1101.116411,8585.395726,1212.124573,522519.5813,2422160.982,1104.864609,1111.568004,153776.8683,596.0023499,1486.848314,642.4538332,272773.7,10544.22693,1176.330157,20127.93421,24316124.89,7668.994772,22789.44331,1687.25562,179836.1045,34020.313,78898.34452,877.5206566,47696.68779,41380.78809,1651.655604,33945.58416,1691.670022,6740.188036,101471.7613,13378.55977,180985.1539,266661.7216,8851.402777,1331.936987,8363.23305,1696.300872,514715.0928,753094.7953,269665.4574,1682.784258,4001909.595,841.6830667,1116.530106,13989.06561,30930.10832,19549.09818,241558.4838,21708.85902,11613.29318
Chamaesyce.maculata,5.38272236,6888.218539,NA,0.768960337,534093.4064,22784009.9,4932882.714,7048802.492,17.41332323,20.55680909,56.94007179,253.3866711,22.27136977,NA,59.00401826,235159.0074,75.41507306,465.236499,106889.8254,37714.25735,555361.0124,160.581266,356473.1646,100.0386722,1696.454664,0,3.67392161,16.59672728,3.70240162,12.57329416,273428.4403,18.39808806,486505.2672,2.477761086,2.541841114,23689.90611,680.483324,5.639042472,2990400.713,4.101121798,5.941419359,435.031608,830.5040768,0.768960337,88579.26753,106836.8608,9.186148855,3.246721423,17.7857621,562.8727519,107278.8949,4272001.275,238676.7496,8.188168041,5.895362584,51.26402247,3417600.9,223.859115,2.221440974,26.99905184,44.42881948,82919.13627,137.6582722,2.136000936,NA,575525.8402,5980802.024,18.4835281,34.76048454,24121341.32,26.40442766,1.260240552,10.08192442,10.2332652,200.8147267,3.854163434,77.68940549,248.3955489,7.940809216,6.754628043,586.7167372,10.29552451,29.47681292,0.017088007,1281602.8,6408002.211,13.96333182,7.25878032,267195.7126,NA,1.315776577,10.48054141,386739.7035,17632.2985,19.55559958,NA,76896034.9,11.21400492,25307.93564,9.199044035,293259.4339,97916.8034,178118.3697,76.29292756,136599.5774,118684.4997,44.79905964,73245.55291,4.784642097,118.5633,319806.7106,24.15817059,572457.0683,486385.4962,395.7115859,2.221440974,118.1968342,0.153792067,986576.6238,1993602.725,493288.4767,13.67040599,11320804.36,6.041522987,141.6766701,19384.69209,46671.62535,461.3301904,640800.11,31477.64772,1547.438694
