"Acalypha.rhomboidea","Acer.saccharum","Adiantum.pedatum","Ageratina.altissima","Agrimonia.gryposepala","Agrostis.perennans","Agrostis.scabra","Alisma.subcordatum","Alliaria.petiolata","Ambrosia.artemisiifolia","Ambrosia.trifida","Amphicarpaea.bracteata","Anemone.canadensis","Apios.americana","Arctium.lappa","Arisaema.triphyllum","Asarum.canadense","Athyrium.filix.femina","Bidens.connata","Bidens.frondosa","Boehmeria.cylindrica","Brassica.nigra","Bromus.ciliatus","Calystegia.sepium","Carex.bullata","Caulophyllum.thalictroides","Chamaesyce.maculata","Chelone.glabra","Cicuta.maculata","Cinna.arundinacea","Circaea.lutetiana","Clematis.virginiana","Cryptotaenia.canadensis","Cynodon.dactylon","Cyperus.compressus","Cyperus.strigosus","Dactylis.glomerata","Daucus.carota","Decodon.verticillatus","Dichanthelium.clandestinum","Didiplis.diandra","Digitaria.cognata","Digitaria.sanguinalis","Dryopteris.camyloptera","Dryopteris.carthusiana","Dryopteris.marginalis","Echinochloa.muricata","Echinocystis.lobata","Eleocharis.intermedia","Elymus.canadensis","Elymus.virginicus","Epilobium.hirsutum","Eupatorium.purpureum","Eurybia.divaricata","Eutrochium.purpureum","Fallopia.japonica","Fragaria.vesca","Galium.aparine","Galium.asprellum","Galium.boreale","Galium.palustre","Galium.triflorum","Geranium.maculatum","Geum.laciniatum","Glechoma.hederacea","Glyceria.borealis","Halenia.deflexa","Helianthus.giganteus","Helianthus.strumosus","Heliopsis.helianthoides","Hemerocallis.fulva","Hieracium.paniculatum","Hydrocotyle.americana","Hylotelephium.telephium","Hypericum.mutilum","Impatiens.capensis","Impatiens.pallida","Lactuca.canadensis","Laportea.canadensis","Leersia.oryzoides","Lobelia.cardinalis","Ludwigia.palustris","Lycopus.uniflorus","Lysimachia.ciliata","Lysimachia.nummularia","Lysimachia.vulgaris","Lythrum.salicaria","Maianthemum.canadense","Maianthemum.racemosum","Marrubium.vulgare","Matteuccia.struthiopteris","Menispermum.canadense","Mimulus.ringens","Mitchella.repens","Mollugo.verticillata","Muhlenbergia.mexicana","Muhlenbergia.schreberi","Muhlenbergia.sobolifera","Myosotis.laxa","Myosoton.aquaticum","Oenothera.biennis","Onoclea.sensibilis","Oxalis.grandis","Oxalis.stricta","Panicum.capillare","Panicum.dichotomiflorum","Parthenocissus.quinquefolia","Paspalum.setaceum","Pastinaca.sativa","Peltandra.virginica","Penthorum.sedoides","Petasites.frigidus","Phytolacca.americana","Pilea.pumila","Plantago.major","Polygonum.arifolium","Polygonum.cespitosum","Polygonum.hydropiper","Polygonum.hydropiperoides","Polygonum.lapathifolium","Polygonum.persicaria","Polygonum.sagittatum","Polygonum.virginianum","Polystichum.acrostichoides","Potentilla.simplex","Prunella.vulgaris","Ranunculus.recurvatus","Rhamnus.cathartica","Rubus.allegheniensis","Rubus.hispidus","Rubus.occidentalis","Rubus.odoratus","Rubus.pubescens","Rumex.obtusifolius","Rumex.triangulivalvis","Sanicula.odorata","Scirpus.polyphyllus","Scutellaria.lateriflora","Sinapis.arvensis","Smilax.glauca","Solanum.dulcamara","Solanum.ptycanthum","Solidago.altissima","Solidago.canadensis","Solidago.flexicaulis","Solidago.gigantea","Stellaria.pubera","Symphyotrichum.dumosum","Symphyotrichum.lateriflorum","Teucrium.canadense","Thalictrum.pubescens","Thalictrum.thalictroides","Thelypteris.noveboracensis","Thelypteris.palustris","Toxicodendron.radicans","Trifolium.arvense","Trifolium.campestre","Trifolium.pratense","Trifolium.repens","Urtica.dioica","Veronica.americana","Viola.fimbriatula","Viola.pubescens","Vitis.riparia","Xanthium.strumarium"
"Rubus.pubescens",NA,10950.3508699625,NA,NA,NA,NA,34.3041750374499,NA,4930.88034440352,68.0529898314541,21.1464092696609,NA,3206.38628091137,NA,NA,3577.49175151148,NA,NA,NA,22654.1404199292,NA,NA,15784.7405455029,22654.5645199916,NA,3209.58263591396,NA,NA,10112.4151457511,NA,14230.3903929273,NA,NA,18490.1367625578,NA,NA,16805.4609351257,22640.480750527,11592.3478179451,NA,NA,5.51088241572981,5.76720252808933,NA,4.00713775655392,NA,NA,NA,NA,264.90683612357,NA,13071.2735528592,7645.97314900355,NA,NA,22654.5835568532,739.956085210294,12873.8728550106,NA,13562.1089727631,NA,7810.42763464125,246.652422820724,NA,5575.68333313548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5672.83938301411,5179.5282321929,NA,6166.11094337563,137.54422026489,NA,NA,NA,8139.25836898445,5870.13553126473,22648.9893887972,22646.6727204398,5919.47091790511,NA,NA,8.00417805568956,NA,252.945230880126,13072.0240469501,2.52048110486867,NA,NA,NA,NA,NA,65.7556021567639,1.13635249812723,NA,NA,2.21432097350946,NA,NA,NA,NA,5179.59972929778,NA,18497.0049319708,NA,NA,18497.6846747051,NA,NA,3.56284956179741,NA,65.6777567902559,6.0918746704114,1.66608073033692,NA,NA,NA,15649.4786973221,NA,15973.8935564564,5672.83772690676,15463.7023092371,6659.39561211201,18497.7655709642,0,22630.8143033945,NA,NA,NA,NA,NA,NA,15630.7284016145,NA,NA,5919.4607092102,NA,8632.54823136166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17851.887749341,22644.1494777159,6859.18311086171,NA,NA,NA,4686.23960257582,22654.3217388195
"Rumex.obtusifolius",6.90782702808922,42022.5545649964,198.916008142509,11.5215890505607,213958.73235403,16110719.2161595,2466437.95772533,4984247.35257718,74859.1802962226,34984.3557229572,46404.8075172799,241.096121714474,15271.6458887082,200.677287968146,11266.3956638406,100556.987786282,154.470887136224,4969387.36503229,88329.4916809696,34710.4725678065,392690.866845948,50205.104523394,155296.46759925,54814.7862495934,NA,8851.40277681614,395.711585882214,8.61662777715273,7245.07469576866,118.494045606365,68531.4220464382,193334.422078899,4.46863114721141,207427.151382772,142.069815091912,128.793528989717,120249.031899963,46918.6544029612,5963.75328691187,2114523.93610611,NA,76.2656764109766,162654.731265461,NA,9622.12422240496,63.0106495593527,257.480434312146,737.319302296841,11.5215890505607,62534.1180275702,43628.6632637208,859065.301084675,10832.0934898599,NA,NA,55246.4532734932,44309.3099289011,57094.2867007439,3020752.38184854,106790.17560851,54649.5320353633,10667.6538485447,15789.1473598055,2416600.08453593,62015.9376097677,118.552326739082,NA,14.7085024475641,32.1382700880119,41453.7596340004,307.821647591453,10.1545484513099,NA,NA,187.006881975637,274054.533900002,1994593.60560395,NA,12311.9303942164,504.232787561797,9847491.36862497,56075.1083990609,11.0303088352049,8953.68041250512,56246.069034189,43002.9636369732,489133.878019174,59748.6965110032,83915.2446961794,47536.9906826939,60027.2087612978,574.426187803316,56561.5464055013,5406.25759428429,57.9253580761229,906221.349466031,4531133.12828572,NA,57325.2432913182,1739564.77251213,264515.398080371,66181.6689716674,NA,149791.24678658,39958.0757543903,273461.402341474,84598.9254422101,NA,116242.017707185,13298.9377946313,25632083.8344505,342.82284404399,20663.6622491818,3.09150535233272,180440.297648875,NA,NA,63481.7293716447,178106.079181435,40039.4374844806,72161.311224813,74042.8184998305,32.508510247461,51.4790006279022,93874.6745081613,45134.4909544205,7.50590729026145,35888.3508155409,160281.330946502,1999.10585228231,286405.347191525,254002.931067258,22630.8143033945,0,NA,NA,NA,66330.4065474096,NA,NA,35970.0398770671,NA,8.7300430482902,366895.341368617,1409681.32116262,1788174.03824036,NA,NA,NA,NA,1.37985660486878,NA,6536062.35372457,31514.1440280915,82.1393116723871,NA,NA,45056.8737033282,40776.0601437324,37331.4900193345,453105.435048188,NA,NA,60575.5568541883,48821.6647059788
"Rumex.triangulivalvis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanicula.odorata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scirpus.polyphyllus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scutellaria.lateriflora",3.16128138576749,2451.65842125043,3150.70818113266,1.45248063670398,238853.925698887,22784007.6834804,3820994.2101848,7048800.27036573,24132.5361370936,12480.3535220888,21068.9555096274,251.165230128331,20.0499287918598,NA,111436.82787778,117583.825011465,73.1936320877349,334086.414540738,92682.4434176,31359.385686763,555358.790965003,30060.6780795016,225454.76076872,22755.4086012998,NA,1331.93698689305,2.22144097378256,1.45248063670398,14.3752863014967,1.48096064634037,99880.2521721588,273426.218869615,16.1766470882865,421328.868735232,0.256320112359526,0.320400140449407,13719.2224692013,1283.99512108347,3.41760149812701,2990398.4913399,NA,1.87968082396986,2062.94951838859,NA,91101.929290433,3014.00412120758,NA,2025.95416808969,1.45248063670398,44290.3073219551,61681.0288689212,7376.38582364827,1.0252804494381,NA,NA,127468.648980852,5777.96728204383,65704.5510803547,4271999.05313753,206708.126039337,1106.77271544913,3.67392161048654,49.0425814981226,3417598.67860578,6463.07231508716,0,NA,24.7776108614208,42.2073785018686,58675.5082569122,235.558183258404,0.0854400374531754,NA,NA,NA,445799.429801463,2990400.42389761,NA,16.2620871257397,759.982455412212,13926461.6367174,2073.60492342009,0.961200421348222,5.55951436728065,2150.65327693607,15318.0494146686,1169.9822284909,466.066517341237,1496.11625094792,2547.25485630214,205899.532764326,584.495296217172,255.035733160974,27.2553719475629,2.23852898127319,1281600.57888564,6407999.98946691,NA,1662.29118641764,4560.42784655855,178243.63824529,1641.21217100099,NA,12.3651716535469,943.584399064395,669850.594241202,10273.133614656,NA,63714.1945718682,NA,25632010.8954482,1449.10493520329,43856.0280114688,6.97760306152399,239532.627495279,NA,NA,49020.2125419949,178116.148289849,13406.7534770845,61135.5709058962,59346.3442374513,42.5776186613177,2899.51447102032,342.476138098974,42305.7188418245,2.56320112359526,2329.2347115307,319804.48916206,1232.22427233743,572454.846907166,842442.169801799,NA,66330.4065474096,NA,NA,NA,0,NA,NA,5082.87116777677,NA,2.06764890636684,697615.32863963,1993600.50366726,427209.673898128,NA,NA,NA,NA,11.4489650187255,NA,8005016.28109927,53818.3873851509,2152.27205618136,NA,NA,15856.210324981,40433.136004931,20105.9908639011,640797.888577766,NA,NA,15814.0546072019,13493.9992243951
"Sinapis.arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smilax.glauca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum.dulcamara",281.061748436857,3551.46436246168,4375.06705287068,285.675510459329,201818.430207002,16110525.3604567,3020660.73228524,4984053.49791002,53567.6845208716,9068.73188914633,41391.8383878138,33.0577996942935,10760.7165247787,261.258546524319,59566.3424958041,78712.7955488345,242.157723664093,4967600.72418414,71924.4035964962,18267.2896849398,392497.026671324,36855.6351190429,139790.008764674,34032.8335402801,NA,8363.23305042173,118.196834189721,282.770549185921,4781.31689507601,256.805687840132,54829.3491726736,193140.583454049,268.046382734338,196770.885777191,272.848969537796,263.996588682936,117371.351251222,26103.4862469076,3132.47901645334,2114330.08319611,NA,226.13464004413,163767.155243835,NA,46122.9962344635,6045.16460193575,42.7712306930722,544.396508569234,285.675510459329,29728.3832370051,43515.7313150133,795157.150190216,6916.6597907083,NA,NA,47387.2288427939,21277.2353548249,50061.6670509704,3020558.5276481,101607.9090146,36303.4214879607,6774.22949844951,11917.5217903421,2416406.23110965,49501.6874513996,257.621792181438,NA,259.445418961204,242.015651320756,47844.8401960302,110.966345579879,284.308469860078,NA,NA,247.588140531811,237942.41056168,1891217.54161055,NA,8197.82683344258,1132.52594904206,9847379.56321195,3266.46620241083,285.184230243973,5804.41487440403,22420.1018970231,9397.71465164942,449412.115772657,5632.75356222642,6691.25041151107,3033.10409240843,94351.9512587617,300.272266394548,4211.39671923875,2220.69283117259,226.128621457301,906027.500521611,4530939.2736073,NA,39470.6950771916,1538270.21111235,244973.775979162,4078.29595505809,NA,119833.144796963,2818.6772963949,273349.345763286,60679.1440036593,NA,128857.222760286,9051.93460193332,29063861.4162516,2477.96638793023,18666.8356785776,277.245426761101,172758.50229558,NA,NA,29992.597719207,177831.925260026,20230.1558749921,48098.7587399246,34357.4773470309,241.645411161307,5930.67495174849,5650.59396629131,34076.1540311495,281.659828699029,1764.97430712635,143101.880008631,1641.04815121583,255976.849337635,266318.373597882,15630.7284016145,35970.0398770671,NA,NA,NA,5082.87116777677,NA,NA,0,NA,169.160282114004,349230.867717338,1409487.46966291,1836812.63944028,NA,NA,NA,NA,272.774064803899,NA,6535905.05627814,27131.7850149818,3036.73850759438,NA,NA,29246.1555344643,21438.7837005517,18506.8456792121,452911.594522313,NA,NA,12278.5088453114,38195.6057308758
"Solanum.ptycanthum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solidago.altissima",5.22893029213433,3977.09540049062,NA,0.615168269662862,534093.252651121,22784009.7511293,8544003.33520535,7048802.33801463,20.3304569119831,33.338702614229,97.7263148389419,253.232879034698,22.1175776982267,NA,101.596748535571,235158.853611356,75.2612809941017,NA,185138.4536046,65322.8509388087,555360.858613909,10.2861667955336,504126.82559515,239.637556721823,NA,1696.30087158411,0.153792067415715,3.52012954307082,16.4429352078636,3.54860955270721,17.9642425452022,273428.286518521,18.2442959946534,842651.117087313,2.32396901872637,2.38804904681625,41017.7726723334,7.29899335300837,5.48525040449386,2990400.55898881,NA,3.9473297303367,3.67392161048654,NA,NA,NA,NA,2028.02181699606,0.615168269662862,88579.1137421691,106836.707000539,0.242893817098025,3.09292935580495,NA,NA,16.9342154232193,66.6906346527852,185812.339600162,4272001.12078644,413398.021372091,7.2717239141017,5.74157051685338,51.1102304044895,3417600.74625468,4.70408435144082,2.06764890636684,NA,26.8452597677877,44.2750274082354,82918.9824732071,237.625832164771,1.98220886891367,NA,NA,NA,996839.842183785,5980801.86984994,NA,18.3297360321065,56.9415129606687,24121341.1661889,0.410112179775241,1.10644848501862,9.92813235205897,1.64044871910097,1.59772870037438,2.31990044958289,77.5356134180136,248.241756818328,6.41654681273347,2.44928110213771,586.562945123539,10.1417324456919,29.3230208539298,0.170880074906351,1281602.64653454,6408002.05711582,NA,0.807408353932507,0.972462973293233,534391.271346559,NA,NA,1.16198450936318,15.2823747019726,669852.661890108,17632.144706697,NA,29.0911121820631,NA,76896034.7502262,11.0602128483135,61991.367342304,9.04525196789083,718335.258617318,NA,NA,97916.6496103764,178118.215938755,54.477143674636,136599.423647213,118684.345914026,44.6452675676845,NA,NA,126860.025262046,4.6308500299621,145.321668703112,319806.556810966,56.884546101737,572456.914556072,842444.237450706,NA,8.7300430482902,NA,NA,NA,2.06764890636684,NA,NA,169.160282114004,NA,0,1708800.68412908,1993602.57131617,854400.55053823,NA,NA,NA,NA,13.5166139250923,NA,11320804.2106734,NA,100.07224267498,NA,NA,47468.3711249857,114316.689476557,0.465648204119805,640799.956226673,NA,NA,31477.4939263565,1547.28490226202
"Solidago.canadensis",1708795.45519879,380792.629143688,14211.4104216672,1708800.06896081,325808.191315866,8603918.07746011,2060891.16691328,2018375.42133639,449491.532121388,441544.533255689,414916.957775559,1708547.45125004,854392.514024429,3675.70130148814,430975.67645392,408718.36576252,1208251.43193904,4078658.67717433,393754.969522356,317331.344379557,470889.916267797,493737.906587788,311077.060678033,441708.867759582,NA,514715.092780524,986576.623826892,1708797.16399953,764198.446233454,646330.810514524,385026.921873097,542805.216499999,1708782.43983308,223043.85133762,645867.193076675,645951.683618048,311407.037333022,325548.855984607,540616.544689747,523211.041853121,NA,1208301.76026256,461640.930417185,NA,49876.9432508824,174.437413500292,10.5176428307053,568924.295699232,1708800.06896081,433022.950796284,506586.609107866,985688.231462136,854400.103964227,NA,NA,496158.00459377,382101.63595746,298834.592910246,1046422.23255748,270540.138242739,364625.956576834,854399.040930861,764188.735426713,697614.767743382,388907.237676101,645950.488952067,NA,1708773.83886931,1708756.40910167,574836.057486012,697518.003804378,1708798.70192021,NA,NA,5241.09271235315,140352.485616836,1141741.82625588,NA,854391.203973046,403059.711046223,6757635.41378049,427765.89880185,1708799.57768059,764196.392358215,456697.137075351,403943.820787964,588278.619569545,402750.264180004,854276.227887296,441210.056580677,97260.4345663744,1708214.12118395,569597.460473439,854408.134895392,986576.635410565,174403.08765677,1777285.93656987,NA,414795.498148752,1835491.32431396,310054.634927222,184.481480643157,NA,458599.181232819,341757.328917968,328544.280364419,469540.578992181,NA,448937.67324629,21525.0400110467,22669804.0678003,604197.502872717,496531.861718782,1708791.63887711,210775.506772545,NA,NA,351642.257949462,684542.032328176,474061.802448575,335353.596364899,355562.425501969,1708756.03886151,288.927063687547,1120.36927630736,293790.871546709,1708796.05327905,356287.065670831,439399.434350747,515388.291198921,359540.341764175,210613.32901161,5919.4607092102,366895.341368617,NA,NA,NA,697615.32863963,NA,NA,349230.867717338,NA,1708800.68412908,0,108947.305945551,1597229.67274339,NA,NA,NA,NA,1708787.16751515,NA,3398356.51053456,31058.1307572837,986494.862053834,NA,NA,289486.039571818,291473.698324506,349033.338864627,403669.646487968,NA,NA,407081.841793014,414590.479318121
"Solidago.flexicaulis",1993597.34238588,750927.60266729,2794.20153480083,1993601.9561479,551847.019704895,8487648.18945638,2674189.91653679,1910688.92768298,1409675.5214542,1409666.32318739,1409620.79427624,1993349.33843713,1993580.45373847,14475.5221122302,1409618.05746682,664884.104021852,1409636.67952219,158.611820143166,738302.388024076,787216.899602673,587159.72896022,1409682.65745728,608075.939402643,1409520.44787209,NA,753094.795267923,1993602.72510824,1993599.05118662,1993586.12838096,754642.526521525,1409677.19462482,650165.281294787,1993584.32702017,509411.363860481,753734.87377751,753535.69080978,797139.467061668,1409683.75687105,753512.765110693,406941.079523836,NA,1993598.62398644,1409687.29941594,NA,232.311461835184,NA,NA,1408255.86919265,1993601.9561479,777722.578554714,770268.940069727,1409689.72544263,1993599.47838681,NA,NA,1409677.92287022,1409642.7399321,738027.274175667,930152.315150973,645115.82200471,1409684.76317336,1993596.82974565,1409653.75685266,581344.821968403,1409686.57993218,753536.478988118,NA,1993575.7260564,1993558.29628876,780033.309817306,1409521.87041028,1993600.5891073,NA,NA,12905.8920302092,406926.821815719,1627767.29798623,NA,1993584.24158014,754654.442234156,8363512.3643586,753698.194869402,1993601.46486768,1993592.64318382,1409688.73728037,1409688.77361046,1409688.27523513,1409635.07185587,1993354.32955935,1409685.36007575,655.097247137499,1993016.00837104,1993592.42958372,1993573.24829531,1993602.74219624,290672.768063012,1670443.88262872,NA,1409689.32634661,1409689.2096255,595720.559690637,489.571414606694,NA,1409689.07724346,1409679.10300825,540418.649742938,747368.831366648,NA,1409669.32672047,44493.9482722838,30578789.8886787,1151000.60123864,788576.978971918,1993593.5260642,483639.623314131,NA,NA,773910.587807845,811909.286614382,1409636.07097252,758118.368268632,765432.219128765,1993557.9260486,NA,NA,762094.476982038,1993597.94046614,1409545.71030013,632640.705532655,753502.970513065,537148.783334017,435115.694042186,NA,1409681.32116262,NA,NA,NA,1993600.50366726,NA,NA,1409487.46966291,NA,1993602.57131617,108947.305945551,0,465077.285372474,NA,NA,NA,NA,1993589.05470224,NA,3525387.54967449,20.932809176028,1409589.83482023,NA,NA,794505.970872625,767215.2558254,1409689.6515341,511642.55823368,NA,NA,741640.732143629,1408595.80160341
"Solidago.gigantea",854395.321607938,235064.124941197,88.0428113665922,854399.935369961,101303.486494382,8952725.46684153,2318502.48888012,2528853.94120026,1959852.77809297,1962654.67385981,1932211.30460328,854147.317659196,427215.062156448,91.1590827071006,1966134.33804568,178781.393787393,604099.206063207,2189908.98310544,1989366.65879279,1607073.79467549,122082.449987327,2322210.20155782,90507.3344716106,2065347.48536479,NA,269665.457406809,493288.476745727,854397.030408687,427193.976243519,348806.11801476,1771596.64629008,237180.945532444,854382.306242236,1607001.80475447,348806.680641717,348806.590328178,1447560.96518418,1754696.50781757,284803.492468864,872018.354532357,NA,604149.631951741,1741246.8493596,NA,48524.2611268674,180.705679213466,9.03657794090581,284124.240348021,854399.935369961,242178.935197735,282555.306491484,1039762.93359937,427199.583211371,NA,NA,263528.821457457,1758806.79140476,1639177.46569866,1395229.59070301,1604880.10933194,2065955.3068605,427197.998031654,382131.898084823,1046422.10049503,1834715.25478227,348806.721384858,NA,854373.705278462,854356.275510822,291592.64411456,348710.554283438,854398.568329361,NA,NA,91.946033410909,1811643.24734396,1421810.78488944,NA,427196.450498346,228333.577020443,8794076.98350731,1955257.31757708,854399.444089745,427195.524811364,2048010.39615461,2014497.23252493,1394426.72309646,270170.276148094,427081.49185641,228346.638152546,123012.510493016,853813.987593107,382103.287113108,427202.914897262,604152.543997765,174404.528911853,2267248.32170437,NA,2065894.47725987,592426.846014346,1766117.64321063,1764.45332225551,NA,2538096.21119838,220605.083476555,58359.1862527245,2330548.24157077,NA,1840311.60208947,2115.16333572334,25347211.486875,322993.447732187,250582.071069008,854391.505286262,1603104.52289029,NA,NA,2033429.02622542,302442.670409411,2548641.22042667,2056316.89765514,212392.557753264,854355.905270663,295.195329400721,2831.65082178452,1597701.76531487,854395.9196882,207197.094321099,178206.193721474,270203.708840718,93988.123400583,5213.86712052851,8632.54823136166,1788174.03824036,NA,NA,NA,427209.673898128,NA,NA,1836812.63944028,NA,854400.55053823,1597229.67274339,465077.285372474,0,NA,NA,NA,NA,854387.033924305,NA,3955928.74408319,29628.1095643629,493206.703283351,NA,NA,1685796.32217508,1693168.19397125,1754354.66359118,87202.0920170956,NA,NA,219946.845561031,2066460.42882311
"Stellaria.pubera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
